Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Seasons,
1635,CA-2016-106530,05-08-2016,05-08-2016,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2,7.264,Summer,
1647,CA-2015-105221,11-01-2015,11-03-2015,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094,Winter,
1648,CA-2015-105221,11-01-2015,11-03-2015,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.168,2,0.2,-0.7128,Winter,
1673,CA-2017-111647,07-03-2017,07-07-2017,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Plano,Texas,75023,Central,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,Spring,
1674,CA-2015-150560,12-11-2015,12-12-2015,First Class,SW-20455,Shaun Weien,Consumer,United States,Suffolk,Virginia,23434,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2,0,96.3438,Winter,
1684,CA-2016-147585,11-07-2016,11-12-2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0,6.2244,Summer,
1688,CA-2017-143798,12-10-2017,12-12-2017,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,2,0.2,3.6288,Monsoon,
1689,CA-2017-143798,12-10-2017,12-12-2017,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316,Monsoon,
1700,CA-2014-135657,06-03-2014,06-07-2014,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.88,6,0,113.4936,Spring,
1704,CA-2014-139857,02-02-2014,02-06-2014,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,5,0,5.8045,Winter,
1705,CA-2016-106306,03-08-2016,03-08-2016,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona,85301,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,0.7,-7.1148,Summer,
1729,CA-2016-106894,02-07-2016,02-07-2016,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21,Summer,
1730,CA-2016-106894,02-07-2016,02-07-2016,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,0,3.6018,Summer,
1738,CA-2015-130204,09-03-2015,09-09-2015,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,Spring,
1739,CA-2015-130204,09-03-2015,09-09-2015,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401,Spring,
1740,CA-2015-130204,09-03-2015,09-09-2015,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602,Spring,
1746,CA-2014-133270,06-06-2014,06-09-2014,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2,0,4.9432,Summer,
1753,CA-2017-116715,12-02-2017,12-05-2017,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,9,0,151.0974,Winter,
1754,CA-2017-116715,12-02-2017,12-05-2017,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,2,0,53.8608,Winter,
1755,CA-2017-116715,12-02-2017,12-05-2017,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,8.56,2,0,3.852,Winter,
1756,CA-2015-135622,12-08-2015,12-11-2015,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.712,11,0.2,130.7581,Summer,
1757,CA-2015-135622,12-08-2015,12-11-2015,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,6,0.2,150.36,Summer,
1760,CA-2014-141817,01-05-2014,01-12-2014,Standard Class,MB-18085,Mick Brown,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,3,0.2,4.884,Spring,
1761,CA-2015-130785,09-05-2015,09-09-2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392,Spring,
1762,CA-2015-130785,09-05-2015,09-09-2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038,Spring,
1763,CA-2015-130785,09-05-2015,09-09-2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964,Spring,
1764,CA-2016-110254,08-04-2016,08-08-2016,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,0,10.518,Spring,
1765,CA-2016-110254,08-04-2016,08-08-2016,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,4.13,1,0,1.8998,Spring,
1766,CA-2016-110254,08-04-2016,08-08-2016,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,9,0,46.116,Spring,
1767,CA-2016-110254,08-04-2016,08-08-2016,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,OFF-LA-10002034,Office Supplies,Labels,Avery 478,9.82,2,0,4.8118,Spring,
1770,CA-2017-146024,03-02-2017,03-08-2017,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,6.976,4,0.2,-1.3952,Winter,
1771,CA-2017-146024,03-02-2017,03-08-2017,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.222,7,0.8,-20.1663,Winter,
1792,CA-2014-120474,12-01-2014,12-03-2014,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,8,0,673.8816,Winter,
1793,CA-2014-120474,12-01-2014,12-03-2014,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,4,0,12.5928,Winter,
1795,CA-2016-140774,09-05-2016,09-10-2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,66062,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,0,26.985,Spring,
1799,CA-2016-100965,07-07-2016,07-11-2016,Standard Class,RM-19375,Raymond Messe,Consumer,United States,San Jose,California,95123,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5,0,73.321,Summer,
1800,CA-2016-121034,08-08-2016,08-10-2016,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,75081,Central,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,4,0.2,3.6296,Summer,
1801,CA-2016-121034,08-08-2016,08-10-2016,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,75081,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",53.952,3,0.2,17.5344,Summer,
1812,CA-2014-132612,06-09-2014,06-11-2014,Second Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3,7,0,245.021,Monsoon,
1816,CA-2015-164833,06-04-2015,06-04-2015,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,7.38,2,0,3.4686,Spring,
1817,CA-2015-164833,06-04-2015,06-04-2015,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0,3.0558,Spring,
1828,CA-2016-109344,02-08-2016,02-11-2016,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973,Summer,
1833,CA-2015-131422,11-05-2015,11-09-2015,Standard Class,GB-14530,George Bell,Corporate,United States,Monroe,North Carolina,28110,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,207,3,0.2,25.875,Spring,
1834,CA-2017-162691,08-01-2017,08-07-2017,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745,Central,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1439.982,3,0.4,-263.9967,Winter,
1835,CA-2017-162691,08-01-2017,08-07-2017,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745,Central,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,36.288,7,0.2,12.7008,Winter,
1838,CA-2014-117345,08-01-2014,08-05-2014,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,3,0.2,5.9211,Winter,
1839,CA-2014-117345,08-01-2014,08-05-2014,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,4,0.2,12.1352,Winter,
1840,CA-2014-117345,08-01-2014,08-05-2014,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,62.92,1,0.2,10.2245,Winter,
1841,CA-2014-117345,08-01-2014,08-05-2014,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.364,Winter,
1843,CA-2015-135391,02-09-2015,02-11-2015,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,40.096,4,0.2,13.5324,Monsoon,
1844,CA-2015-135391,02-09-2015,02-11-2015,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",40.784,2,0.6,-30.588,Monsoon,
1848,CA-2017-128370,09-10-2017,09-10-2017,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,0.2,27.1764,Monsoon,
1849,CA-2017-128370,09-10-2017,09-10-2017,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245,Monsoon,
1859,CA-2015-121608,09-03-2015,09-05-2015,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0,60.5528,Spring,
1860,CA-2015-121608,09-03-2015,09-05-2015,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0,25.1225,Spring,
1863,CA-2014-151078,11-12-2014,11-12-2014,Same Day,RF-19840,Roy Französisch,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,0.2,4.9632,Winter,
1866,US-2017-116659,11-12-2017,11-12-2017,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,0.4,-92.6955,Winter,
1875,CA-2014-147914,06-04-2014,06-09-2014,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.224,2,0.2,5.8812,Spring,
1881,CA-2015-109512,03-05-2015,03-05-2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,29.34,3,0,14.67,Spring,
1882,CA-2015-109512,03-05-2015,03-05-2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,0.1,63.9345,Spring,
1883,CA-2015-109512,03-05-2015,03-05-2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0,67.608,Spring,
1895,US-2017-108063,12-02-2017,12-05-2017,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Charlottesville,Virginia,22901,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,34.65,3,0,10.395,Winter,
1897,CA-2017-141789,10-03-2017,10-06-2017,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.1706,Spring,
1909,CA-2015-157959,02-03-2015,02-04-2015,First Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0,41.076,Spring,
1912,CA-2017-121503,07-03-2017,07-06-2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,7,0.2,92.4399,Spring,
1913,CA-2017-121503,07-03-2017,07-06-2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,0.4,49.761,Spring,
1922,CA-2015-125178,10-03-2015,10-09-2015,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008,2,0.2,1.5008,Spring,
1923,CA-2016-156685,07-08-2016,07-10-2016,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,Summer,
1924,CA-2016-156685,07-08-2016,07-10-2016,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,0.2,3.5712,Summer,
1925,CA-2017-126865,12-05-2017,12-07-2017,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92024,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,0,41.823,Spring,
1933,CA-2017-161200,08-06-2017,08-10-2017,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0,23.3184,Summer,
1934,CA-2017-161200,08-06-2017,08-10-2017,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0,7.392,Summer,
1938,CA-2016-112109,07-08-2016,07-12-2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312,Summer,
1939,CA-2016-112109,07-08-2016,07-12-2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,Summer,
1940,CA-2016-112109,07-08-2016,07-12-2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152,Summer,
1941,CA-2016-112109,07-08-2016,07-12-2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,Summer,
1947,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2,0,6.468,Winter,
1948,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0,3.462,Winter,
1949,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,0.4,-93.3262,Winter,
1950,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0,3.7642,Winter,
1951,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,8,0.2,8.9208,Winter,
1952,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,0,57.4113,Winter,
1953,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0,9.072,Winter,
1954,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,0.1,213.735,Winter,
1955,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0,2.214,Winter,
1956,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238,2,0,38.08,Winter,
1957,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0,40.3128,Winter,
1958,CA-2017-157987,09-02-2017,09-06-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,4,0,7.704,Winter,
1971,CA-2017-140242,05-06-2017,05-11-2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,3,0.2,0.6408,Summer,
1972,CA-2017-140242,05-06-2017,05-11-2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,Summer,
1979,CA-2015-109939,05-08-2015,05-12-2015,Standard Class,AA-10375,Allen Armold,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2,0.2,0.5904,Summer,
1983,CA-2014-122749,12-03-2014,12-09-2014,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,4,0,134.3888,Spring,
1996,US-2017-147221,12-02-2017,12-04-2017,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,5,0.8,-766.012,Winter,
1997,US-2017-147221,12-02-2017,12-04-2017,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,0.6,-3.7196,Winter,
1998,CA-2014-131905,02-06-2014,02-09-2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15,4,0,7.2,Summer,
1999,CA-2014-131905,02-06-2014,02-09-2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,1,0,42.0186,Summer,
2000,CA-2014-131905,02-06-2014,02-09-2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,5,0,42.0355,Summer,
2008,CA-2017-165386,08-03-2017,08-04-2017,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,0.3,-36.6744,Spring,
2012,CA-2015-155761,12-11-2015,12-11-2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,2,0.2,35.9964,Winter,
2013,CA-2015-155761,12-11-2015,12-11-2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3,0.2,4.6344,Winter,
2027,CA-2016-113516,09-08-2016,09-10-2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2,0.2,11.5584,Summer,
2028,CA-2016-113516,09-08-2016,09-10-2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,0.2,23.4976,Summer,
2043,CA-2015-104493,10-02-2015,10-08-2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.504,6,0.2,20.1264,Winter,
2055,CA-2016-136434,12-01-2016,12-07-2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,0,5.193,Winter,
2074,CA-2017-122504,11-07-2017,11-12-2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,0,13.7931,Summer,
2075,CA-2017-122504,11-07-2017,11-12-2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7,0.2,66.6351,Summer,
2076,CA-2014-131051,12-01-2014,12-05-2014,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3,0,28.518,Winter,
